,nid,jid,FullName,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
1873,1383496,1314,Alex Kozinski  ,Kozinski,Alex, , ,,,1950,Bucharest,Romania,,,, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CA92701,98 Stat. 333,,6/5/1985,6/5/1985,7/17/1985,Reported (favorably),9/12/1985,Roll Call, 54/43,11/7/1985,11/7/1985,2007.0,2014.0,,,,Retirement,12/18/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trial Judge, Court of Claims, 1982; chief of Trial Division, 1982<br>","Judge, U.S. Claims Court (now U.S. Court of Federal Claims). Nominated by Ronald Reagan on August 10, 1982, to a new seat authorized by 96 Stat. 27. Confirmed by the Senate on August 20, 1982, and received commission on October 1, 1982. Served as chief judge, 1982-1985. Service terminated on February 9, 1985, due to resignation.",,,"University of California, Los Angeles",A.B.,1972,"University of California, Los Angeles, School of Law",J.D.,1975,,,,,,,,,,"Law clerk, Hon. Anthony Kennedy, U.S. Court of Appeals for the Ninth Circuit, 1975-1976; Law clerk, Hon. Warren Burger, Supreme Court of the United States, 1976-1977; Private practice, Los Angeles, California, 1977-1979; Private practice, Washington, D.C., 1979-1981; Deputy legal counsel, President-Elect Ronald Reagan, 1980-1981; Assistant counsel, Office of Counsel to the President, 1981; Special counsel, U.S. Merit Systems Protection Board, 1981-1982; Member, Judicial Conference of the United States, 2007-2014",
1874,1383501,1315,C[harles] William Kraft Jr.,Kraft,C[harles],William,Jr.,12.0,14.0,1903,Philadelphia,PA,1.0,18.0,2002.0,Key Biscayne,FL,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Dwight D. Eisenhower,Republican,,,,PAED1101,68 Stat. 8,8/12/1955,1/12/1956,1/12/1956,3/9/1956,Reported (favorably),3/27/1956,Voice,  ,3/28/1956,3/29/1956,,,,,11/11/1970,Death,1/18/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pennsylvania,A.B.,1924,University of Pennsylvania Law School (now Carey Law School),LL.B.,1927,University of Pennsylvania Law School (now Carey Law School),J.D.,1930,,,,,,,"Private practice, Media, Pennsylvania, 1927-1955; District attorney, Delaware County, Pennsylvania, 1944-1952","Nominated to U.S. District Court for the Eastern District of Pennsylvania, May 20, 1955; no Senate vote"
1875,1383506,1316,Shirley Wohl Kram  ,Kram,Shirley,Wohl, ,12.0,25.0,1922,New York,NY,8.0,21.0,2009.0, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Ronald Reagan,Republican,,,Qualified,NYSD1204, ,,1/31/1983,1/31/1983,2/23/1983,Reported (favorably),3/1/1983,Voice,  ,3/2/1983,3/2/1983,,,,,5/23/1993,Death,8/21/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Law School,LL.B.,1950,,,,,,,,,,,,,"Attorney, Legal Aid Society, New York City, 1951-1953, 1962-1971; assistant attorney in charge, Harlem Office, 1962-1971; chief, Narcotics and Mental Health Division, 1962-1971; Private practice, New York City, 1954-1960; Judge, New York City Family Court, New York County, 1971-1983",
1876,1394601,3554,Cheryl Ann Krause  ,Krause,Cheryl,Ann, ,,,1968,St. Louis,MO,,,, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA31102, ,,2/6/2014,2/6/2014,3/12/2014,Reported (favorably),4/3/2014,Roll Call, 93/0,7/7/2014,7/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pennsylvania,B.A.,1989,Stanford Law School,J.D.,1993,,,,,,,,,,"Law clerk, Hon. Alex Kozinski, U.S. Court of Appeals for the Ninth Circuit, 1993-1994; Law clerk, Hon. Anthony M. Kennedy, Supreme Court of the United States, 1994-1995; Law clerk in private practice, San Francisco, California, 1995-1996; Lecturer and visiting scholar, Stanford Law School, 1995-1996; Private practice, New York City, 1996-1997; Assistant U.S. attorney, Criminal Division, Southern District of New York, 1997-2002; Lecturer in law, Columbia Law School, 2002; Private practice, Philadelphia, Pennsylvania, 2003-2014; Lecturer in law, University of Pennsylvania Law School, 2003-2006, 2010-2014; Outside counsel, Philadelphia Board of Ethics, 2007-2014; Adjunct professor of law, University of Pennsylvania Law School, 2014-",
1877,1383511,1317,Phyllis A. Kravitch  ,Kravitch,Phyllis,A., ,8.0,23.0,1920,Savanah,GA,6.0,15.0,2017.0,Atlanta,GA,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Jimmy Carter,Democratic,,,Qualified,CA50703, ,,1/19/1979,1/23/1979,2/27/1979,Reported (favorably),3/13/1979,Voice,  ,3/21/1979,3/23/1979,,,,,,Reassignment,10/1/1981,U.S. Court of Appeals,U.S. Court of Appeals for the Eleventh Circuit,Judge,None (reassignment),None (reassignment),,,,CA110701,94 Stat. 1994,,,,,,,,  ,,10/1/1981,,,,,12/31/1996,Death,6/15/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goucher College,B.A.,1941,University of Pennsylvania Law School (now Carey Law School),LL.B.,1943,,,,,,,,,,"Private practice, Savannah, Georgia, 1944-1976; Judge, Superior Court of Georgia, Eastern Judicial Circuit, 1977-1979",
1878,1391861,3005,Mark R. Kravitz  ,Kravitz,Mark,R., ,6.0,21.0,1950,Philadelphia,PA,9.0,30.0,2012.0,Guilford,CT,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,George W. Bush,Republican,,,Well Qualified,CTD0702, ,,3/27/2003,3/27/2003,5/22/2003,Reported (favorably),6/5/2003,Roll Call, 97/0,6/11/2003,6/12/2003,,,,,,Death,9/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesleyan University,B.A.,1972,Georgetown University Law Center,J.D.,1975,,,,,,,,,,"Law clerk, Hon. James Hunter III, U.S. Court of Appeals for the Third Circuit, 1975-1976; Private practice, New Haven, Connecticut, 1976-1978, 1979-2003; Law clerk, Hon. William H. Rehnquist, Supreme Court of the United States, 1978-1979; Adjunct professor, University of Connecticut Law School, 1995-2001",
1879,1383516,1318,Arnold Krekel  ,Krekel,Arnold, , ,3.0,12.0,1815,Langenfeld,Germany,7.0,14.0,1888.0,St. Charles,MO,Male,White,U.S. District Court,U.S. District Court for the Western District of Missouri,Judge,Abraham Lincoln,Republican,,,,MOWD0102, ,,1865-03-06,1865-03-07,,Reported (favorably),1865-03-09,Voice,  ,1865-03-09,1865-03-09,,,,,,Retirement,1888-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Charles College,, ,Read law,,1844,,,,,,,,,,"Surveyor, St. Charles County, Missouri; Justice of the peace, St. Charles County, Missouri, 1841-1843; Private practice, St. Charles County, Missouri, 1844-; County/city attorney, St. Charles County and St. Charles City, Missouri, 1846-1850; Editor, St. Charles [Missouri] Democrat, 1850-1864; State representative, Missouri, 1852; Lecturer, University of Missouri School of Law, 1872-1875",
1880,1383521,1319,Isaac Benjamin Krentzman Jr.,Krentzman,Isaac,Benjamin,Jr.,3.0,21.0,1914,Milton,FL,3.0,29.0,1998.0,Clearwater,FL,Male,White,U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,Lyndon B. Johnson,Democratic,,,Well Qualified,FLMD0102, ,,5/24/1967,5/24/1967,6/12/1967,Reported (favorably),6/12/1967,Voice,  ,6/12/1967,6/12/1967,1981.0,1982.0,,,11/15/1982,Death,3/29/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Florida,B.S.,1935,University of Florida College of Law (now Fredric G. Levin College of Law),J.D.,1938,,,,,,,,,,"Private practice, Clearwater, Florida, 1938-1941, 1946-1967; U.S. Army lieutenant colonel, 1941-1946; Town attorney, Largo, Florida, 1946-1956; City attorney, Clearwater, Florida, 1949-1950, 1956-1958; Special counsel, Florida State Road Department, 1960-1963",
1881,1383526,1320,Alvin I. Krenzler  ,Krenzler,Alvin,I., ,4.0,8.0,1921,Chicago,IL,9.0,15.0,2010.0,Naples,FL,Male,White,U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Ronald Reagan,Republican,,,Well Qualified,OHND0305, ,,11/17/1981,11/17/1981,12/4/1981,Reported (favorably),12/8/1981,Voice,  ,12/9/1981,12/10/1981,,,,,1/1/1992,Retirement,7/6/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Reserve University (now Case Western Reserve University),A.B.,1946,Western Reserve University (now Case Western Reserve University) School of Law,LL.B.,1948,Georgetown College (now Georgetown University) Law Center,LL.M.,1963,,,,,,,"U.S. Navy, 1942-1945; Private practice, Cleveland, Ohio, 1948-1960, 1963-1968; Assistant attorney general, State of Ohio, 1950-1957; Counsel and director, Ohio Narcotics Investigation, 1953-1954; Deputy registrar, Ohio Department of Motor Vehicles, 1957-1959; Trial attorney, Internal Revenue Service, U.S. Department of the Treasury, 1960-1963; Judge, Cuyahoga County [Ohio] Court of Common Pleas, 1968-1970; Judge, Court of Appeals of Ohio, Eighth Appellate District, 1970-1981",
1882,1391406,2914,Marcia S. Krieger  ,Krieger,Marcia,S., ,,,1954,Denver,CO,,,, , ,Female,White,U.S. District Court,U.S. District Court for the District of Colorado,Judge,George W. Bush,Republican,,,Well Qualified,COD0404, ,,9/10/2001,9/10/2001,12/5/2001,Reported (favorably),12/13/2001,Roll Call, 83/0,1/25/2002,1/30/2002,2013.0,2019.0,,,3/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Bankruptcy Judge, District of Colorado, 1994-2002",,,,Lewis and Clark College,B.A.,1975,University of Colorado Law School,J.D.,1979,,,,,,,,,,"Private practice, Colorado, 1976-1994; Adjunct lecturer, University of Colorado, 1999-2001",
1883,1393676,3368,John Arnold Kronstadt  ,Kronstadt,John,Arnold, ,,,1951,Washington,DC,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Central District of California,Judge,Barack Obama,Democratic,,,Qualified,CACD2403, ,,1/5/2011,1/5/2011,2/16/2011,Reported (favorably),3/10/2011,Roll Call, 96/0,4/12/2011,4/14/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,B.A.,1973,Yale Law School,J.D.,1976,,,,,,,,,,"Law clerk, Hon. William P. Gray, U.S. District Court, Central District of California, 1976-1977; Private practice, Washington, D.C., 1978-1985; Private practice, Los Angeles, California, 1985-2002; Judge, Superior Court of California, County of Los Angeles, 2002-2011","Nominated to U.S. District Court for the Central District of California, November 17, 2010; no Senate vote"
1884,1383531,1321,Robert B. Krupansky  ,Krupansky,Robert,B., ,8.0,15.0,1921,Cleveland,OH,11.0,8.0,2004.0,Cleveland,OH,Male,White,U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Richard M. Nixon,Republican,,,Qualified,OHND1001,84 Stat. 294,,10/7/1970,10/7/1970,10/13/1970,Reported (favorably),10/13/1970,Voice,  ,10/13/1970,10/16/1970,,,,,,Appointment to Another Judicial Position,3/19/1982,U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CA60308, ,,1/28/1982,1/28/1982,2/26/1982,Reported (favorably),3/2/1982,Voice,  ,3/4/1982,3/10/1982,,,,,7/1/1991,Death,11/8/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Reserve University (now Case Western Reserve University),B.A.,1946,Western Reserve University (now Case Western Reserve University) School of Law,LL.B.,1948,,,,,,,,,,"U.S. Army, Air Corps, 1942-1946; U.S. Air Force Reserve colonel, 1946-1972; Private practice, Cleveland, Ohio, 1948-1951, 1960-1969; Assistant attorney general, State of Ohio, 1951-1957; Director, Ohio Department of Liquor Control, 1957-1958; Judge, Cuyahoga County [Ohio] Court of Common Pleas, 1958-1959; City legal consultant, Maryfield Heights, Ohio, 1960-1964; Special counsel to the attorney general, State of Ohio, 1964-1968; U.S. attorney for the Northern District of Ohio, 1969-1970",
1885,1391721,2977,Robert B. Kugler  ,Kugler,Robert,B., ,,,1950,Camden,NJ,,,, , ,Male,White,U.S. District Court,U.S. District Court for the District of New Jersey,Judge,George W. Bush,Republican,,,Well Qualified,NJD1802, ,,8/1/2002,8/1/2002,10/7/2002,Reported (favorably),10/8/2002,Voice,  ,11/14/2002,12/4/2002,,,,,11/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 1992-2002","Judge, Foreign Intelligence Surveillance Court, 2017-present",,,Syracuse University,B.A.,1975,Rutgers School of Law -- Camden,J.D.,1978,,,,,,,,,,"Law clerk, Hon. John F. Gerry, U.S. District Court, District of New Jersey, 1978-1979; Assistant prosecutor, Camden County, New Jersey, 1979-1981; Deputy attorney general, State of New Jersey, 1981-1982; Private practice, New Jersey, 1982-1992",
1886,1393776,3388,William Francis Kuntz II,Kuntz,William,Francis,II,,,1950,New York,NY,,,, , ,Male,African American,U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Barack Obama,Democratic,,,Well Qualified,NYED0606, ,,3/9/2011,3/9/2011,5/4/2011,Reported (favorably),5/26/2011,Voice,  ,10/3/2011,10/4/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard College,A.B.,1972,Harvard University,M.A.,1974,Harvard Law School,J.D.,1977,Harvard University,Ph.D.,1979.0,,,,"Private practice, New York City, 1978-2011; Adjunct associate professor, Brooklyn Law School, 1987-2003",
1887,1383536,1322,Fred Kunzel  ,Kunzel,Fred, , ,6.0,2.0,1901,Buffalo,NY,11.0,19.0,1969.0, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of California,Judge,Dwight D. Eisenhower,Republican,,,,CASD0703, ,,2/16/1959,2/16/1959,6/17/1959,Reported (favorably),9/8/1959,Voice,  ,9/9/1959,9/10/1959,1967.0,1969.0,,,,Death,11/19/1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University,A.B.,1925,Stanford Law School,J.D.,1927,,,,,,,,,,"U.S. Army private, 1917-1919; Private practice, San Diego, California, 1928-1959; U.S. Naval Reserve commander, 1942-1945",
1888,1393171,3267,Robert Lowe Kunzig  ,Kunzig,Robert,Lowe, ,10.0,31.0,1918,Philadelphia,PA,2.0,21.0,1982.0,Washington,DC,Male,White,Other,Court of Claims,Judge,Richard M. Nixon,Republican,,,Well Qualified,CLMS0512, ,,11/18/1971,11/18/1971,12/2/1971,Reported (favorably),12/2/1971,Voice,  ,12/2/1971,1/3/1972,,,,,,Death,2/21/1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pennsylvania,A.B.,1939,University of Pennsylvania Law School (now Carey Law School),J.D.,1942,,,,,,,,,,"U.S. Army captain, 1942-1946; Civilian war crimes prosecutor, U.S. government, 1946-1947; Private practice, Philadelphia, Pennsylvania, 1948-1969; Office of the Attorney General, Commonwealth of Pennsylvania, 1948-1953; assistant deputy attorney general, 1948-1949; deputy attorney general, 1949-1953; Counsel, U.S. House of Representatives Committee on Un-American Activities, 1953-1955; Legal advisor to the chairman and executive director, Civil Aeronautics Board, 1955-1958; Member, Foreign Claims Settlement Commission, U.S. Department of Justice, 1958-1961; Vice-president, Stewart Lumber Company, Minneapolis, Minnesota, 1961-1962; Administrative assistant, U.S. Sen. Hugh Scott of Pennsylvania, 1963-1966; Executive director, General State Authority, Commonwealth of Pennsylvania, 1967-1968; Administrator, General Services Administration, 1969-1972",
1889,1383541,1323,Richard House Kyle  ,Kyle,Richard,House, ,,,1937,St. Paul,MN,,,, , ,Male,White,U.S. District Court,U.S. District Court for the District of Minnesota,Judge,George H.W. Bush,Republican,,,Well Qualified,MND0602, ,,3/20/1992,3/20/1992,4/29/1992,Reported (favorably),5/7/1992,Voice,  ,5/12/1992,5/13/1992,,,,,5/31/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Minnesota,B.A.,1959,University of Minnesota Law School,LL.B.,1962,,,,,,,,,,"Law clerk, Hon. Edward J. Devitt, U.S. District Court, District of Minnesota, 1962-1963; Solicitor general, State of Minnesota, 1968-1970; Private practice, St. Paul, Minnesota, 1963-1992",
1890,1383616,1339,George La Plata  ,La Plata,George, , ,10.0,17.0,1924,Detroit,MI,11.0,14.0,2010.0,Naples,FL,Male,Hispanic,U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Ronald Reagan,Republican,,,Well Qualified,MIED1401,98 Stat. 333,,2/27/1985,2/27/1985,,Reported (favorably),4/3/1985,Voice,  ,4/3/1985,4/4/1985,,,,,,Retirement,8/3/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne University (now Wayne State University),A.B.,1951,Detroit College of Law (now Michigan State University College of Law),LL.B.,1956,,,,,,,,,,"U.S. Marine Corps, 1943-1946, 1952-1954; Private practice, Detroit, Michigan, 1956-1979; Judge, Michigan Circuit Court, Sixth Judicial Circuit, 1979-1985; Professor, Detroit College of Law, 1985-1986","Nominated to U.S. District Court for the Eastern District of Michigan, September 11, 1984; no Senate vote"
1891,1383546,1324,Walter J. LaBuy  ,LaBuy,Walter,J., ,7.0,25.0,1888,Dodge County,WI,9.0,29.0,1967.0, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Franklin D. Roosevelt,Democratic,,,,ILND0108, ,,3/7/1944,3/7/1944,,Reported (favorably),3/28/1944,Voice,  ,3/29/1944,3/31/1944,,,,,1/31/1961,Death,9/29/1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DePaul University College of Law,LL.B.,1912,,,,,,,,,,,,,"Private practice, Chicago, Illinois, 1912-1933; Member, Cook County [Illinois] Board of Commissioners, 1930-1933; Judge, Illinois Circuit Court, Cook County, 1933-1944",
1892,1383551,1325,Frederick Bernard Lacey  ,Lacey,Frederick,Bernard, ,9.0,9.0,1920,Newark,NJ,4.0,1.0,2017.0,Naples,FL,Male,White,U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Richard M. Nixon,Republican,,,,NJD1101,84 Stat. 294,,10/7/1970,10/7/1970,10/13/1970,Reported (favorably),10/13/1970,Voice,  ,10/13/1970,1/26/1971,,,,,,Retirement,2/3/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judge, Temporary Emergency Court of Appeals, 1978-1986","Judge, Foreign Intelligence Surveillance Court, 1979-1985",,,Rutgers University,A.B.,1941,Cornell Law School,LL.B.,1948,,,,,,,,,,"U.S. Naval Reserve lieutenant commander, 1942-1946; Private practice, New York City, 1948-1951, 1952-1953; Private practice, Newark, New Jersey, 1951-1952, 1955-1969; Assistant U.S. attorney, District of New Jersey, 1953-1955; U.S. attorney for the District of New Jersey, 1969-1971",
